RESPONSES_identifier,RESPONSES_question_id,RESPONSES_respondent_id,RESPONSES_answer_id,RESPONSES_free_response_answer,RESPONSES_zooniverse_choice_answer_data,RESPONSES_image,RESPONSES_code_id,RESPONSES_tags
969c754d-5500-463a-8ac2-8e564531ded9,S205c.Q.99-100,54836b78-18a6-4f3c-8661-ef022d72413a,8550422f-89d5-479f-80de-03c5af2f2b55,,"{""S205c.Q.99-100"":""8550422f-89d5-479f-80de-03c5af2f2b55""}",969c754d-5500-463a-8ac2-8e564531ded9.jpg,null,null
a33aeb1f-bdff-43cf-b917-dc65a0f026f3,S205c.Q.99-100,54836b78-18a6-4f3c-8661-ef022d72413b,8550422f-89d5-479f-80de-03c5af2f3b55,,"{""S205c.Q.99-100"":""8550422f-89d5-479f-80de-03c5af2f3b55""}",a33aeb1f-bdff-43cf-b917-dc65a0f026f3.jpg,null,null
1d209958-3bc2-4767-822a-2f2b4044ec1d,S205w.Q.69,54836b78-18a6-4f3c-8661-ef022d72413c,8550422f-89d5-479f-80de-03c5af2f3b56,,"{""S205w.Q.69"":""8550422f-89d5-479f-80de-03c5af2f3b56""}",1d209958-3bc2-4767-822a-2f2b4044ec1d.jpg,null,null
e7da047e-3329-450e-9b32-8329b93a1034,S205w.Q.69,54836b78-18a6-4f3c-8661-ef022d72413d,8550422f-89d5-479f-80de-03c5af2f3b56,,"{""S205w.Q.69"":""8550422f-89d5-479f-80de-03c5af2f3b56""}",e7da047e-3329-450e-9b32-8329b93a1034.jpg,null,null
e4096086-3e41-4e24-8c14-1fc86fc949f5,S205w.Q.69,54836b78-18a6-4f3c-8661-ef022d72413e,8550422f-89d5-479f-80de-03c5af2f1b56,,"{""S205w.Q.69"":""8550422f-89d5-479f-80de-03c5af2f1b56""}",e4096086-3e41-4e24-8c14-1fc86fc949f5.jpg,null,null
ed8aea74-5442-4f59-9945-a9455c6ce92a,S205w.Q.69,54836b78-18a6-4f3c-8661-ef022d72413f,8550422f-89d5-479f-80de-03c5af2f1b56,,"{""S205w.Q.69"":""8550422f-89d5-479f-80de-03c5af2f1b56""}",ed8aea74-5442-4f59-9945-a9455c6ce92a.jpg,null,null
713c695a-9a5e-4eb2-bd71-58c3ddf4b199,S218w.Q.78-79,54836b78-18a6-4f3c-8661-ef022d724140,8550422f-89d5-479f-80de-03c5af2f1b58,,"{""S218w.Q.78-79"":""8550422f-89d5-479f-80de-03c5af2f1b58""}",713c695a-9a5e-4eb2-bd71-58c3ddf4b199.jpg,null,null
3499a36d-b94e-4415-a417-ab25478e27c6,S218w.Q.78-79,54836b78-18a6-4f3c-8661-ef022d724141,8550422f-89d5-479f-80de-03c5af2f1b58,,"{""S218w.Q.78-79"":""8550422f-89d5-479f-80de-03c5af2f1b58""}",3499a36d-b94e-4415-a417-ab25478e27c6.jpg,null,null
a9c5933f-3a33-40ef-848f-d23459884c68,S218w.Q.78-79,54836b78-18a6-4f3c-8661-ef022d724142,8550422f-89d5-479f-80de-03c5af2f1b58,,"{""S218w.Q.78-79"":""8550422f-89d5-479f-80de-03c5af2f1b58""}",a9c5933f-3a33-40ef-848f-d23459884c68.jpg,null,null
ea3a0790-e7c3-40f6-9cf3-a981e133a521,S218w.Q.78-79,54836b78-18a6-4f3c-8661-ef022d724143,8550422f-89d5-479f-80de-03c5af2f1b58,,"{""S218w.Q.78-79"":""8550422f-89d5-479f-80de-03c5af2f1b58""}",ea3a0790-e7c3-40f6-9cf3-a981e133a521.jpg,null,null
